Pair,Delta (microHz)
39.742330-33.416643,6.325687
39.797473-33.416643,6.380830
39.836861-33.416643,6.420218
39.923514-33.416643,6.506871
39.986535-33.416643,6.569892
40.025923-33.416643,6.609280
40.041678-33.416643,6.625035
40.057433-33.416643,6.640790
40.112576-33.416643,6.695933
40.128331-33.416643,6.711688
40.183474-33.416643,6.766831
40.230740-33.416643,6.814097
40.254372-33.416643,6.837729
40.270127-33.416643,6.853484
40.301638-33.416643,6.884995
40.348903-33.416643,6.932260
40.388291-33.416643,6.971648
40.419801-33.416643,7.003158
40.435556-33.416643,7.018913
40.608863-33.416643,7.192220
40.750659-33.416643,7.334016
42.302540-33.416643,8.885897
42.349805-33.416643,8.933162
42.365561-33.416643,8.948918
42.404948-33.416643,8.988305
42.444336-33.416643,9.027693
42.460091-33.416643,9.043448
42.491602-33.416643,9.074959
42.562500-33.416643,9.145857
42.586132-33.416643,9.169489
42.814582-33.416643,9.397939
42.861847-33.416643,9.445204
43.050909-33.416643,9.634266
43.838666-33.416643,10.422023
43.996217-33.416643,10.579574
44.130136-33.416643,10.713493
44.145891-33.416643,10.729248
44.169524-33.416643,10.752881
44.248299-33.416643,10.831656
44.516137-33.416643,11.099494
46.776999-33.416643,13.360356
33.582072-33.456031,0.126041
33.660848-33.456031,0.204817
33.708113-33.456031,0.252082
33.723868-33.456031,0.267837
33.747501-33.456031,0.291470
33.771134-33.456031,0.315103
33.786889-33.456031,0.330858
33.842032-33.456031,0.386001
33.857787-33.456031,0.401756
33.873542-33.456031,0.417511
33.897175-33.456031,0.441144
33.920808-33.456031,0.464777
33.936563-33.456031,0.480532
33.968073-33.456031,0.512042
34.007461-33.456031,0.551430
34.031094-33.456031,0.575063
34.070481-33.456031,0.614450
34.101992-33.456031,0.645961
34.117747-33.456031,0.661716
34.141380-33.456031,0.685349
34.157135-33.456031,0.701104
34.204400-33.456031,0.748369
34.228033-33.456031,0.772002
34.259543-33.456031,0.803512
34.275298-33.456031,0.819267
34.306809-33.456031,0.850778
34.330441-33.456031,0.874410
34.354074-33.456031,0.898043
34.401339-33.456031,0.945308
34.417094-33.456031,0.961063
34.456482-33.456031,1.000451
34.480115-33.456031,1.024084
34.495870-33.456031,1.039839
34.535258-33.456031,1.079227
34.606156-33.456031,1.150125
34.645544-33.456031,1.189513
35.055177-33.456031,1.599146
35.133953-33.456031,1.677922
35.157586-33.456031,1.701555
35.212729-33.456031,1.756698
35.228484-33.456031,1.772453
35.259994-33.456031,1.803963
35.291505-33.456031,1.835474
35.330892-33.456031,1.874861
35.354525-33.456031,1.898494
35.370280-33.456031,1.914249
35.393913-33.456031,1.937882
35.417546-33.456031,1.961515
35.433301-33.456031,1.977270
35.480566-33.456031,2.024535
35.519954-33.456031,2.063923
35.535709-33.456031,2.079678
35.575097-33.456031,2.119066
35.606607-33.456031,2.150576
35.638118-33.456031,2.182087
35.685383-33.456031,2.229352
35.740526-33.456031,2.284495
35.795669-33.456031,2.339638
35.819302-33.456031,2.363271
35.890200-33.456031,2.434169
35.921710-33.456031,2.465679
35.937465-33.456031,2.481434
35.953220-33.456031,2.497189
35.992608-33.456031,2.536577
36.016241-33.456031,2.560210
36.031996-33.456031,2.575965
36.047751-33.456031,2.591720
36.063506-33.456031,2.607475
36.079261-33.456031,2.623230
36.095016-33.456031,2.638985
36.118649-33.456031,2.662618
36.142282-33.456031,2.686251
36.173792-33.456031,2.717761
36.197425-33.456031,2.741394
36.228935-33.456031,2.772904
36.252568-33.456031,2.796537
36.268323-33.456031,2.812292
36.323466-33.456031,2.867435
36.394364-33.456031,2.938333
37.914735-33.456031,4.458704
37.977755-33.456031,4.521724
38.040776-33.456031,4.584745
38.064408-33.456031,4.608377
38.111674-33.456031,4.655643
38.158939-33.456031,4.702908
38.190450-33.456031,4.734419
38.206205-33.456031,4.750174
38.245593-33.456031,4.789562
38.269225-33.456031,4.813194
38.308613-33.456031,4.852582
38.324368-33.456031,4.868337
38.340123-33.456031,4.884092
38.355878-33.456031,4.899847
38.379511-33.456031,4.923480
38.395266-33.456031,4.939235
38.426777-33.456031,4.970746
38.466164-33.456031,5.010133
38.497675-33.456031,5.041644
38.615838-33.456031,5.159807
38.631593-33.456031,5.175562
38.663104-33.456031,5.207073
38.718247-33.456031,5.262216
38.773390-33.456031,5.317359
38.875798-33.456031,5.419767
38.899431-33.456031,5.443400
38.970329-33.456031,5.514298
39.238166-33.456031,5.782135
39.324819-33.456031,5.868788
39.348452-33.456031,5.892421
39.450860-33.456031,5.994829
39.608412-33.456031,6.152381
39.671432-33.456031,6.215401
39.718698-33.456031,6.262667
39.742330-33.456031,6.286299
39.797473-33.456031,6.341442
39.836861-33.456031,6.380830
39.923514-33.456031,6.467483
39.986535-33.456031,6.530504
40.025923-33.456031,6.569892
40.041678-33.456031,6.585647
40.057433-33.456031,6.601402
40.112576-33.456031,6.656545
40.128331-33.456031,6.672300
40.183474-33.456031,6.727443
40.230740-33.456031,6.774709
40.254372-33.456031,6.798341
40.270127-33.456031,6.814096
40.301638-33.456031,6.845607
40.348903-33.456031,6.892872
40.388291-33.456031,6.932260
40.419801-33.456031,6.963770
40.435556-33.456031,6.979525
40.608863-33.456031,7.152832
40.750659-33.456031,7.294628
42.302540-33.456031,8.846509
42.349805-33.456031,8.893774
42.365561-33.456031,8.909530
42.404948-33.456031,8.948917
42.444336-33.456031,8.988305
42.460091-33.456031,9.004060
42.491602-33.456031,9.035571
42.562500-33.456031,9.106469
42.586132-33.456031,9.130101
42.814582-33.456031,9.358551
42.861847-33.456031,9.405816
43.050909-33.456031,9.594878
43.838666-33.456031,10.382635
43.996217-33.456031,10.540186
44.130136-33.456031,10.674105
44.145891-33.456031,10.689860
44.169524-33.456031,10.713493
44.248299-33.456031,10.792268
44.516137-33.456031,11.060106
46.776999-33.456031,13.320968
33.660848-33.582072,0.078776
33.708113-33.582072,0.126041
33.723868-33.582072,0.141796
33.747501-33.582072,0.165429
33.771134-33.582072,0.189062
33.786889-33.582072,0.204817
33.842032-33.582072,0.259960
33.857787-33.582072,0.275715
33.873542-33.582072,0.291470
33.897175-33.582072,0.315103
33.920808-33.582072,0.338736
33.936563-33.582072,0.354491
33.968073-33.582072,0.386001
34.007461-33.582072,0.425389
34.031094-33.582072,0.449022
34.070481-33.582072,0.488409
34.101992-33.582072,0.519920
34.117747-33.582072,0.535675
34.141380-33.582072,0.559308
34.157135-33.582072,0.575063
34.204400-33.582072,0.622328
34.228033-33.582072,0.645961
34.259543-33.582072,0.677471
34.275298-33.582072,0.693226
34.306809-33.582072,0.724737
34.330441-33.582072,0.748369
34.354074-33.582072,0.772002
34.401339-33.582072,0.819267
34.417094-33.582072,0.835022
34.456482-33.582072,0.874410
34.480115-33.582072,0.898043
34.495870-33.582072,0.913798
34.535258-33.582072,0.953186
34.606156-33.582072,1.024084
34.645544-33.582072,1.063472
35.055177-33.582072,1.473105
35.133953-33.582072,1.551881
35.157586-33.582072,1.575514
35.212729-33.582072,1.630657
35.228484-33.582072,1.646412
35.259994-33.582072,1.677922
35.291505-33.582072,1.709433
35.330892-33.582072,1.748820
35.354525-33.582072,1.772453
35.370280-33.582072,1.788208
35.393913-33.582072,1.811841
35.417546-33.582072,1.835474
35.433301-33.582072,1.851229
35.480566-33.582072,1.898494
35.519954-33.582072,1.937882
35.535709-33.582072,1.953637
35.575097-33.582072,1.993025
35.606607-33.582072,2.024535
35.638118-33.582072,2.056046
35.685383-33.582072,2.103311
35.740526-33.582072,2.158454
35.795669-33.582072,2.213597
35.819302-33.582072,2.237230
35.890200-33.582072,2.308128
35.921710-33.582072,2.339638
35.937465-33.582072,2.355393
35.953220-33.582072,2.371148
35.992608-33.582072,2.410536
36.016241-33.582072,2.434169
36.031996-33.582072,2.449924
36.047751-33.582072,2.465679
36.063506-33.582072,2.481434
36.079261-33.582072,2.497189
36.095016-33.582072,2.512944
36.118649-33.582072,2.536577
36.142282-33.582072,2.560210
36.173792-33.582072,2.591720
36.197425-33.582072,2.615353
36.228935-33.582072,2.646863
36.252568-33.582072,2.670496
36.268323-33.582072,2.686251
36.323466-33.582072,2.741394
36.394364-33.582072,2.812292
37.914735-33.582072,4.332663
37.977755-33.582072,4.395683
38.040776-33.582072,4.458704
38.064408-33.582072,4.482336
38.111674-33.582072,4.529602
38.158939-33.582072,4.576867
38.190450-33.582072,4.608378
38.206205-33.582072,4.624133
38.245593-33.582072,4.663521
38.269225-33.582072,4.687153
38.308613-33.582072,4.726541
38.324368-33.582072,4.742296
38.340123-33.582072,4.758051
38.355878-33.582072,4.773806
38.379511-33.582072,4.797439
38.395266-33.582072,4.813194
38.426777-33.582072,4.844705
38.466164-33.582072,4.884092
38.497675-33.582072,4.915603
38.615838-33.582072,5.033766
38.631593-33.582072,5.049521
38.663104-33.582072,5.081032
38.718247-33.582072,5.136175
38.773390-33.582072,5.191318
38.875798-33.582072,5.293726
38.899431-33.582072,5.317359
38.970329-33.582072,5.388257
39.238166-33.582072,5.656094
39.324819-33.582072,5.742747
39.348452-33.582072,5.766380
39.450860-33.582072,5.868788
39.608412-33.582072,6.026340
39.671432-33.582072,6.089360
39.718698-33.582072,6.136626
39.742330-33.582072,6.160258
39.797473-33.582072,6.215401
39.836861-33.582072,6.254789
39.923514-33.582072,6.341442
39.986535-33.582072,6.404463
40.025923-33.582072,6.443851
40.041678-33.582072,6.459606
40.057433-33.582072,6.475361
40.112576-33.582072,6.530504
40.128331-33.582072,6.546259
40.183474-33.582072,6.601402
40.230740-33.582072,6.648668
40.254372-33.582072,6.672300
40.270127-33.582072,6.688055
40.301638-33.582072,6.719566
40.348903-33.582072,6.766831
40.388291-33.582072,6.806219
40.419801-33.582072,6.837729
40.435556-33.582072,6.853484
40.608863-33.582072,7.026791
40.750659-33.582072,7.168587
42.302540-33.582072,8.720468
42.349805-33.582072,8.767733
42.365561-33.582072,8.783489
42.404948-33.582072,8.822876
42.444336-33.582072,8.862264
42.460091-33.582072,8.878019
42.491602-33.582072,8.909530
42.562500-33.582072,8.980428
42.586132-33.582072,9.004060
42.814582-33.582072,9.232510
42.861847-33.582072,9.279775
43.050909-33.582072,9.468837
43.838666-33.582072,10.256594
43.996217-33.582072,10.414145
44.130136-33.582072,10.548064
44.145891-33.582072,10.563819
44.169524-33.582072,10.587452
44.248299-33.582072,10.666227
44.516137-33.582072,10.934065
46.776999-33.582072,13.194927
33.708113-33.660848,0.047265
33.723868-33.660848,0.063020
33.747501-33.660848,0.086653
33.771134-33.660848,0.110286
33.786889-33.660848,0.126041
33.842032-33.660848,0.181184
33.857787-33.660848,0.196939
33.873542-33.660848,0.212694
33.897175-33.660848,0.236327
33.920808-33.660848,0.259960
33.936563-33.660848,0.275715
33.968073-33.660848,0.307225
34.007461-33.660848,0.346613
34.031094-33.660848,0.370246
34.070481-33.660848,0.409633
34.101992-33.660848,0.441144
34.117747-33.660848,0.456899
34.141380-33.660848,0.480532
34.157135-33.660848,0.496287
34.204400-33.660848,0.543552
34.228033-33.660848,0.567185
34.259543-33.660848,0.598695
34.275298-33.660848,0.614450
34.306809-33.660848,0.645961
34.330441-33.660848,0.669593
34.354074-33.660848,0.693226
34.401339-33.660848,0.740491
34.417094-33.660848,0.756246
34.456482-33.660848,0.795634
34.480115-33.660848,0.819267
34.495870-33.660848,0.835022
34.535258-33.660848,0.874410
34.606156-33.660848,0.945308
34.645544-33.660848,0.984696
35.055177-33.660848,1.394329
35.133953-33.660848,1.473105
35.157586-33.660848,1.496738
35.212729-33.660848,1.551881
35.228484-33.660848,1.567636
35.259994-33.660848,1.599146
35.291505-33.660848,1.630657
35.330892-33.660848,1.670044
35.354525-33.660848,1.693677
35.370280-33.660848,1.709432
35.393913-33.660848,1.733065
35.417546-33.660848,1.756698
35.433301-33.660848,1.772453
35.480566-33.660848,1.819718
35.519954-33.660848,1.859106
35.535709-33.660848,1.874861
35.575097-33.660848,1.914249
35.606607-33.660848,1.945759
35.638118-33.660848,1.977270
35.685383-33.660848,2.024535
35.740526-33.660848,2.079678
35.795669-33.660848,2.134821
35.819302-33.660848,2.158454
35.890200-33.660848,2.229352
35.921710-33.660848,2.260862
35.937465-33.660848,2.276617
35.953220-33.660848,2.292372
35.992608-33.660848,2.331760
36.016241-33.660848,2.355393
36.031996-33.660848,2.371148
36.047751-33.660848,2.386903
36.063506-33.660848,2.402658
36.079261-33.660848,2.418413
36.095016-33.660848,2.434168
36.118649-33.660848,2.457801
36.142282-33.660848,2.481434
36.173792-33.660848,2.512944
36.197425-33.660848,2.536577
36.228935-33.660848,2.568087
36.252568-33.660848,2.591720
36.268323-33.660848,2.607475
36.323466-33.660848,2.662618
36.394364-33.660848,2.733516
37.914735-33.660848,4.253887
37.977755-33.660848,4.316907
38.040776-33.660848,4.379928
38.064408-33.660848,4.403560
38.111674-33.660848,4.450826
38.158939-33.660848,4.498091
38.190450-33.660848,4.529602
38.206205-33.660848,4.545357
38.245593-33.660848,4.584745
38.269225-33.660848,4.608377
38.308613-33.660848,4.647765
38.324368-33.660848,4.663520
38.340123-33.660848,4.679275
38.355878-33.660848,4.695030
38.379511-33.660848,4.718663
38.395266-33.660848,4.734418
38.426777-33.660848,4.765929
38.466164-33.660848,4.805316
38.497675-33.660848,4.836827
38.615838-33.660848,4.954990
38.631593-33.660848,4.970745
38.663104-33.660848,5.002256
38.718247-33.660848,5.057399
38.773390-33.660848,5.112542
38.875798-33.660848,5.214950
38.899431-33.660848,5.238583
38.970329-33.660848,5.309481
39.238166-33.660848,5.577318
39.324819-33.660848,5.663971
39.348452-33.660848,5.687604
39.450860-33.660848,5.790012
39.608412-33.660848,5.947564
39.671432-33.660848,6.010584
39.718698-33.660848,6.057850
39.742330-33.660848,6.081482
39.797473-33.660848,6.136625
39.836861-33.660848,6.176013
39.923514-33.660848,6.262666
39.986535-33.660848,6.325687
40.025923-33.660848,6.365075
40.041678-33.660848,6.380830
40.057433-33.660848,6.396585
40.112576-33.660848,6.451728
40.128331-33.660848,6.467483
40.183474-33.660848,6.522626
40.230740-33.660848,6.569892
40.254372-33.660848,6.593524
40.270127-33.660848,6.609279
40.301638-33.660848,6.640790
40.348903-33.660848,6.688055
40.388291-33.660848,6.727443
40.419801-33.660848,6.758953
40.435556-33.660848,6.774708
40.608863-33.660848,6.948015
40.750659-33.660848,7.089811
42.302540-33.660848,8.641692
42.349805-33.660848,8.688957
42.365561-33.660848,8.704713
42.404948-33.660848,8.744100
42.444336-33.660848,8.783488
42.460091-33.660848,8.799243
42.491602-33.660848,8.830754
42.562500-33.660848,8.901652
42.586132-33.660848,8.925284
42.814582-33.660848,9.153734
42.861847-33.660848,9.200999
43.050909-33.660848,9.390061
43.838666-33.660848,10.177818
43.996217-33.660848,10.335369
44.130136-33.660848,10.469288
44.145891-33.660848,10.485043
44.169524-33.660848,10.508676
44.248299-33.660848,10.587451
44.516137-33.660848,10.855289
46.776999-33.660848,13.116151
33.723868-33.708113,0.015755
33.747501-33.708113,0.039388
33.771134-33.708113,0.063021
33.786889-33.708113,0.078776
33.842032-33.708113,0.133919
33.857787-33.708113,0.149674
33.873542-33.708113,0.165429
33.897175-33.708113,0.189062
33.920808-33.708113,0.212695
33.936563-33.708113,0.228450
33.968073-33.708113,0.259960
34.007461-33.708113,0.299348
34.031094-33.708113,0.322981
34.070481-33.708113,0.362368
34.101992-33.708113,0.393879
34.117747-33.708113,0.409634
34.141380-33.708113,0.433267
34.157135-33.708113,0.449022
34.204400-33.708113,0.496287
34.228033-33.708113,0.519920
34.259543-33.708113,0.551430
34.275298-33.708113,0.567185
34.306809-33.708113,0.598696
34.330441-33.708113,0.622328
34.354074-33.708113,0.645961
34.401339-33.708113,0.693226
34.417094-33.708113,0.708981
34.456482-33.708113,0.748369
34.480115-33.708113,0.772002
34.495870-33.708113,0.787757
34.535258-33.708113,0.827145
34.606156-33.708113,0.898043
34.645544-33.708113,0.937431
35.055177-33.708113,1.347064
35.133953-33.708113,1.425840
35.157586-33.708113,1.449473
35.212729-33.708113,1.504616
35.228484-33.708113,1.520371
35.259994-33.708113,1.551881
35.291505-33.708113,1.583392
35.330892-33.708113,1.622779
35.354525-33.708113,1.646412
35.370280-33.708113,1.662167
35.393913-33.708113,1.685800
35.417546-33.708113,1.709433
35.433301-33.708113,1.725188
35.480566-33.708113,1.772453
35.519954-33.708113,1.811841
35.535709-33.708113,1.827596
35.575097-33.708113,1.866984
35.606607-33.708113,1.898494
35.638118-33.708113,1.930005
35.685383-33.708113,1.977270
35.740526-33.708113,2.032413
35.795669-33.708113,2.087556
35.819302-33.708113,2.111189
35.890200-33.708113,2.182087
35.921710-33.708113,2.213597
35.937465-33.708113,2.229352
35.953220-33.708113,2.245107
35.992608-33.708113,2.284495
36.016241-33.708113,2.308128
36.031996-33.708113,2.323883
36.047751-33.708113,2.339638
36.063506-33.708113,2.355393
36.079261-33.708113,2.371148
36.095016-33.708113,2.386903
36.118649-33.708113,2.410536
36.142282-33.708113,2.434169
36.173792-33.708113,2.465679
36.197425-33.708113,2.489312
36.228935-33.708113,2.520822
36.252568-33.708113,2.544455
36.268323-33.708113,2.560210
36.323466-33.708113,2.615353
36.394364-33.708113,2.686251
37.914735-33.708113,4.206622
37.977755-33.708113,4.269642
38.040776-33.708113,4.332663
38.064408-33.708113,4.356295
38.111674-33.708113,4.403561
38.158939-33.708113,4.450826
38.190450-33.708113,4.482337
38.206205-33.708113,4.498092
38.245593-33.708113,4.537480
38.269225-33.708113,4.561112
38.308613-33.708113,4.600500
38.324368-33.708113,4.616255
38.340123-33.708113,4.632010
38.355878-33.708113,4.647765
38.379511-33.708113,4.671398
38.395266-33.708113,4.687153
38.426777-33.708113,4.718664
38.466164-33.708113,4.758051
38.497675-33.708113,4.789562
38.615838-33.708113,4.907725
38.631593-33.708113,4.923480
38.663104-33.708113,4.954991
38.718247-33.708113,5.010134
38.773390-33.708113,5.065277
38.875798-33.708113,5.167685
38.899431-33.708113,5.191318
38.970329-33.708113,5.262216
39.238166-33.708113,5.530053
39.324819-33.708113,5.616706
39.348452-33.708113,5.640339
39.450860-33.708113,5.742747
39.608412-33.708113,5.900299
39.671432-33.708113,5.963319
39.718698-33.708113,6.010585
39.742330-33.708113,6.034217
39.797473-33.708113,6.089360
39.836861-33.708113,6.128748
39.923514-33.708113,6.215401
39.986535-33.708113,6.278422
40.025923-33.708113,6.317810
40.041678-33.708113,6.333565
