Pair,Delta (microHz)
265.537060-188.557470,76.979590
265.568570-188.557470,77.011100
265.592200-188.557470,77.034730
265.623710-188.557470,77.066240
265.639470-188.557470,77.082000
265.670980-188.557470,77.113510
265.718250-188.557470,77.160780
265.734000-188.557470,77.176530
265.773390-188.557470,77.215920
265.789140-188.557470,77.231670
266.017590-188.557470,77.460120
267.719150-188.557470,79.161680
268.042130-188.557470,79.484660
268.223310-188.557470,79.665840
268.246940-188.557470,79.689470
268.278450-188.557470,79.720980
268.294210-188.557470,79.736740
268.648700-188.557470,80.091230
273.327980-188.557470,84.770510
273.343730-188.557470,84.786260
273.391000-188.557470,84.833530
273.414630-188.557470,84.857160
273.438260-188.557470,84.880790
273.461890-188.557470,84.904420
273.477650-188.557470,84.920180
273.493400-188.557470,84.935930
275.809410-188.557470,87.251940
275.856680-188.557470,87.299210
275.872430-188.557470,87.314960
275.911820-188.557470,87.354350
275.998470-188.557470,87.441000
276.242680-188.557470,87.685210
279.070720-188.557470,90.513250
280.110560-188.557470,91.553090
281.205540-188.557470,92.648070
281.528520-188.557470,92.971050
281.575790-188.557470,93.018320
283.151300-188.557470,94.593830
283.167060-188.557470,94.609590
190.487470-188.636240,1.851230
190.511100-188.636240,1.874860
195.103730-188.636240,6.467490
196.631970-188.636240,7.995730
196.758020-188.636240,8.121780
196.821040-188.636240,8.184800
196.836790-188.636240,8.200550
196.884060-188.636240,8.247820
202.941910-188.636240,14.305670
205.187010-188.636240,16.550770
205.202770-188.636240,16.566530
205.218520-188.636240,16.582280
205.242160-188.636240,16.605920
205.273670-188.636240,16.637430
205.352440-188.636240,16.716200
207.117020-188.636240,18.480780
207.321830-188.636240,18.685590
207.353340-188.636240,18.717100
207.416360-188.636240,18.780120
211.544210-188.636240,22.907970
211.575720-188.636240,22.939480
211.717520-188.636240,23.081280
211.843560-188.636240,23.207320
211.922330-188.636240,23.286090
212.142910-188.636240,23.506670
212.158660-188.636240,23.522420
213.009440-188.636240,24.373200
213.789320-188.636240,25.153080
213.828710-188.636240,25.192470
213.852340-188.636240,25.216100
213.868090-188.636240,25.231850
213.891730-188.636240,25.255490
213.923240-188.636240,25.287000
213.954750-188.636240,25.318510
213.970500-188.636240,25.334260
213.986260-188.636240,25.350020
214.002010-188.636240,25.365770
214.198950-188.636240,25.562710
216.325890-188.636240,27.689650
218.287410-188.636240,29.651170
218.303160-188.636240,29.666920
219.602960-188.636240,30.966720
221.509330-188.636240,32.873090
221.627500-188.636240,32.991260
221.651130-188.636240,33.014890
221.674760-188.636240,33.038520
221.698400-188.636240,33.062160
221.722030-188.636240,33.085790
221.737780-188.636240,33.101540
221.761420-188.636240,33.125180
221.792930-188.636240,33.156690
221.934720-188.636240,33.298480
222.013500-188.636240,33.377260
223.407830-188.636240,34.771590
223.431460-188.636240,34.795220
223.494480-188.636240,34.858240
223.518110-188.636240,34.881870
223.533870-188.636240,34.897630
223.557500-188.636240,34.921260
223.573260-188.636240,34.937020
223.596890-188.636240,34.960650
223.628400-188.636240,34.992160
223.675670-188.636240,35.039430
223.730810-188.636240,35.094570
223.746560-188.636240,35.110320
227.086650-188.636240,38.450410
227.110280-188.636240,38.474040
228.930000-188.636240,40.293760
228.961510-188.636240,40.325270
229.040290-188.636240,40.404050
229.079680-188.636240,40.443440
229.095430-188.636240,40.459190
229.126940-188.636240,40.490700
229.182090-188.636240,40.545850
229.205720-188.636240,40.569480
229.229350-188.636240,40.593110
229.245110-188.636240,40.608870
229.379020-188.636240,40.742780
231.025440-188.636240,42.389200
231.049070-188.636240,42.412830
231.080580-188.636240,42.444340
231.104210-188.636240,42.467970
231.119970-188.636240,42.483730
231.143600-188.636240,42.507360
231.182990-188.636240,42.546750
231.206620-188.636240,42.570380
231.222380-188.636240,42.586140
231.246010-188.636240,42.609770
231.269640-188.636240,42.633400
231.316910-188.636240,42.680670
231.332660-188.636240,42.696420
231.348420-188.636240,42.712180
231.372050-188.636240,42.735810
235.594430-188.636240,46.958190
235.775610-188.636240,47.139370
235.799240-188.636240,47.163000
236.019810-188.636240,47.383570
239.123580-188.636240,50.487340
239.139330-188.636240,50.503090
239.162960-188.636240,50.526720
239.194470-188.636240,50.558230
239.233860-188.636240,50.597620
239.257490-188.636240,50.621250
239.281130-188.636240,50.644890
239.304760-188.636240,50.668520
239.336270-188.636240,50.700030
239.359900-188.636240,50.723660
239.383540-188.636240,50.747300
239.430800-188.636240,50.794560
239.454430-188.636240,50.818190
239.470190-188.636240,50.833950
239.485940-188.636240,50.849700
239.509580-188.636240,50.873340
239.745900-188.636240,51.109660
241.345050-188.636240,52.708810
241.376560-188.636240,52.740320
241.400190-188.636240,52.763950
241.471090-188.636240,52.834850
241.486850-188.636240,52.850610
241.502600-188.636240,52.866360
241.518360-188.636240,52.882120
241.534110-188.636240,52.897870
241.565620-188.636240,52.929380
241.589250-188.636240,52.953010
241.620760-188.636240,52.984520
241.660150-188.636240,53.023910
241.731050-188.636240,53.094810
241.754680-188.636240,53.118440
241.770440-188.636240,53.134200
241.801950-188.636240,53.165710
241.935870-188.636240,53.299630
243.408970-188.636240,54.772730
245.433510-188.636240,56.797270
246.040080-188.636240,57.403840
246.071590-188.636240,57.435350
246.118860-188.636240,57.482620
246.158240-188.636240,57.522000
246.252770-188.636240,57.616530
246.268530-188.636240,57.632290
246.292160-188.636240,57.655920
246.331550-188.636240,57.695310
246.386690-188.636240,57.750450
246.418200-188.636240,57.781960
246.433960-188.636240,57.797720
246.489100-188.636240,57.852860
246.512730-188.636240,57.876490
246.544240-188.636240,57.908000
246.575760-188.636240,57.939520
246.591510-188.636240,57.955270
246.615140-188.636240,57.978900
246.638780-188.636240,58.002540
246.654530-188.636240,58.018290
246.693920-188.636240,58.057680
246.717550-188.636240,58.081310
246.741180-188.636240,58.104940
246.772690-188.636240,58.136450
246.804200-188.636240,58.167960
246.835710-188.636240,58.199470
246.851470-188.636240,58.215230
246.914490-188.636240,58.278250
247.891310-188.636240,59.255070
247.985840-188.636240,59.349600
248.009470-188.636240,59.373230
248.119760-188.636240,59.483520
248.159150-188.636240,59.522910
248.198530-188.636240,59.562290
248.245800-188.636240,59.609560
248.261550-188.636240,59.625310
248.277310-188.636240,59.641070
248.300940-188.636240,59.664700
248.316700-188.636240,59.680460
248.340330-188.636240,59.704090
248.363960-188.636240,59.727720
248.379720-188.636240,59.743480
248.403350-188.636240,59.767110
248.442740-188.636240,59.806500
248.466370-188.636240,59.830130
248.497880-188.636240,59.861640
248.521510-188.636240,59.885270
248.576660-188.636240,59.940420
248.592410-188.636240,59.956170
248.679070-188.636240,60.042830
251.002950-188.636240,62.366710
251.042340-188.636240,62.406100
251.065970-188.636240,62.429730
255.516790-188.636240,66.880550
255.556180-188.636240,66.919940
255.603450-188.636240,66.967210
255.627080-188.636240,66.990840
255.682220-188.636240,67.045980
255.705860-188.636240,67.069620
255.729490-188.636240,67.093250
255.761000-188.636240,67.124760
255.855530-188.636240,67.219290
255.887040-188.636240,67.250800
255.926430-188.636240,67.290190
255.942180-188.636240,67.305940
257.848550-188.636240,69.212310
257.872190-188.636240,69.235950
257.958840-188.636240,69.322600
257.974600-188.636240,69.338360
257.998230-188.636240,69.361990
258.037620-188.636240,69.401380
258.061250-188.636240,69.425010
258.092760-188.636240,69.456520
258.124270-188.636240,69.488030
258.140020-188.636240,69.503780
258.163660-188.636240,69.527420
258.179410-188.636240,69.543170
258.195170-188.636240,69.558930
258.376350-188.636240,69.740110
258.415740-188.636240,69.779500
258.455130-188.636240,69.818890
262.094560-188.636240,73.458320
263.536160-188.636240,74.899920
263.654320-188.636240,75.018080
263.693710-188.636240,75.057470
263.717340-188.636240,75.081100
263.740980-188.636240,75.104740
263.764610-188.636240,75.128370
263.835510-188.636240,75.199270
263.851260-188.636240,75.215020
263.898530-188.636240,75.262290
263.961550-188.636240,75.325310
264.103340-188.636240,75.467100
265.426780-188.636240,76.790540
265.450410-188.636240,76.814170
265.474040-188.636240,76.837800
265.513430-188.636240,76.877190
265.537060-188.636240,76.900820
265.568570-188.636240,76.932330
265.592200-188.636240,76.955960
265.623710-188.636240,76.987470
265.639470-188.636240,77.003230
265.670980-188.636240,77.034740
265.718250-188.636240,77.082010
265.734000-188.636240,77.097760
265.773390-188.636240,77.137150
265.789140-188.636240,77.152900
266.017590-188.636240,77.381350
267.719150-188.636240,79.082910
268.042130-188.636240,79.405890
268.223310-188.636240,79.587070
268.246940-188.636240,79.610700
268.278450-188.636240,79.642210
268.294210-188.636240,79.657970
268.648700-188.636240,80.012460
273.327980-188.636240,84.691740
273.343730-188.636240,84.707490
273.391000-188.636240,84.754760
273.414630-188.636240,84.778390
273.438260-188.636240,84.802020
273.461890-188.636240,84.825650
273.477650-188.636240,84.841410
273.493400-188.636240,84.857160
275.809410-188.636240,87.173170
275.856680-188.636240,87.220440
275.872430-188.636240,87.236190
275.911820-188.636240,87.275580
275.998470-188.636240,87.362230
276.242680-188.636240,87.606440
279.070720-188.636240,90.434480
280.110560-188.636240,91.474320
281.205540-188.636240,92.569300
281.528520-188.636240,92.892280
281.575790-188.636240,92.939550
283.151300-188.636240,94.515060
283.167060-188.636240,94.530820
190.511100-190.487470,0.023630
195.103730-190.487470,4.616260
196.631970-190.487470,6.144500
196.758020-190.487470,6.270550
196.821040-190.487470,6.333570
196.836790-190.487470,6.349320
196.884060-190.487470,6.396590
202.941910-190.487470,12.454440
205.187010-190.487470,14.699540
205.202770-190.487470,14.715300
205.218520-190.487470,14.731050
205.242160-190.487470,14.754690
205.273670-190.487470,14.786200
205.352440-190.487470,14.864970
207.117020-190.487470,16.629550
207.321830-190.487470,16.834360
207.353340-190.487470,16.865870
207.416360-190.487470,16.928890
211.544210-190.487470,21.056740
211.575720-190.487470,21.088250
211.717520-190.487470,21.230050
211.843560-190.487470,21.356090
211.922330-190.487470,21.434860
212.142910-190.487470,21.655440
212.158660-190.487470,21.671190
213.009440-190.487470,22.521970
213.789320-190.487470,23.301850
213.828710-190.487470,23.341240
213.852340-190.487470,23.364870
213.868090-190.487470,23.380620
213.891730-190.487470,23.404260
213.923240-190.487470,23.435770
213.954750-190.487470,23.467280
213.970500-190.487470,23.483030
213.986260-190.487470,23.498790
214.002010-190.487470,23.514540
214.198950-190.487470,23.711480
216.325890-190.487470,25.838420
218.287410-190.487470,27.799940
218.303160-190.487470,27.815690
219.602960-190.487470,29.115490
221.509330-190.487470,31.021860
221.627500-190.487470,31.140030
221.651130-190.487470,31.163660
221.674760-190.487470,31.187290
221.698400-190.487470,31.210930
221.722030-190.487470,31.234560
221.737780-190.487470,31.250310
221.761420-190.487470,31.273950
221.792930-190.487470,31.305460
221.934720-190.487470,31.447250
222.013500-190.487470,31.526030
223.407830-190.487470,32.920360
223.431460-190.487470,32.943990
223.494480-190.487470,33.007010
223.518110-190.487470,33.030640
223.533870-190.487470,33.046400
223.557500-190.487470,33.070030
223.573260-190.487470,33.085790
223.596890-190.487470,33.109420
223.628400-190.487470,33.140930
223.675670-190.487470,33.188200
223.730810-190.487470,33.243340
223.746560-190.487470,33.259090
227.086650-190.487470,36.599180
227.110280-190.487470,36.622810
228.930000-190.487470,38.442530
228.961510-190.487470,38.474040
229.040290-190.487470,38.552820
229.079680-190.487470,38.592210
229.095430-190.487470,38.607960
229.126940-190.487470,38.639470
229.182090-190.487470,38.694620
229.205720-190.487470,38.718250
229.229350-190.487470,38.741880
229.245110-190.487470,38.757640
229.379020-190.487470,38.891550
231.025440-190.487470,40.537970
231.049070-190.487470,40.561600
231.080580-190.487470,40.593110
231.104210-190.487470,40.616740
231.119970-190.487470,40.632500
231.143600-190.487470,40.656130
231.182990-190.487470,40.695520
231.206620-190.487470,40.719150
231.222380-190.487470,40.734910
231.246010-190.487470,40.758540
231.269640-190.487470,40.782170
231.316910-190.487470,40.829440
231.332660-190.487470,40.845190
231.348420-190.487470,40.860950
231.372050-190.487470,40.884580
235.594430-190.487470,45.106960
235.775610-190.487470,45.288140
235.799240-190.487470,45.311770
236.019810-190.487470,45.532340
239.123580-190.487470,48.636110
239.139330-190.487470,48.651860
239.162960-190.487470,48.675490
239.194470-190.487470,48.707000
239.233860-190.487470,48.746390
239.257490-190.487470,48.770020
239.281130-190.487470,48.793660
239.304760-190.487470,48.817290
239.336270-190.487470,48.848800
239.359900-190.487470,48.872430
239.383540-190.487470,48.896070
239.430800-190.487470,48.943330
239.454430-190.487470,48.966960
239.470190-190.487470,48.982720
239.485940-190.487470,48.998470
239.509580-190.487470,49.022110
239.745900-190.487470,49.258430
241.345050-190.487470,50.857580
241.376560-190.487470,50.889090
241.400190-190.487470,50.912720
241.471090-190.487470,50.983620
241.486850-190.487470,50.999380
241.502600-190.487470,51.015130
241.518360-190.487470,51.030890
241.534110-190.487470,51.046640
241.565620-190.487470,51.078150
241.589250-190.487470,51.101780
241.620760-190.487470,51.133290
241.660150-190.487470,51.172680
241.731050-190.487470,51.243580
241.754680-190.487470,51.267210
241.770440-190.487470,51.282970
241.801950-190.487470,51.314480
241.935870-190.487470,51.448400
243.408970-190.487470,52.921500
245.433510-190.487470,54.946040
246.040080-190.487470,55.552610
246.071590-190.487470,55.584120
246.118860-190.487470,55.631390
246.158240-190.487470,55.670770
246.252770-190.487470,55.765300
246.268530-190.487470,55.781060
246.292160-190.487470,55.804690
246.331550-190.487470,55.844080
246.386690-190.487470,55.899220
246.418200-190.487470,55.930730
246.433960-190.487470,55.946490
246.489100-190.487470,56.001630
246.512730-190.487470,56.025260
246.544240-190.487470,56.056770
246.575760-190.487470,56.088290
246.591510-190.487470,56.104040
246.615140-190.487470,56.127670
246.638780-190.487470,56.151310
246.654530-190.487470,56.167060
246.693920-190.487470,56.206450
246.717550-190.487470,56.230080
246.741180-190.487470,56.253710
246.772690-190.487470,56.285220
246.804200-190.487470,56.316730
246.835710-190.487470,56.348240
246.851470-190.487470,56.364000
246.914490-190.487470,56.427020
247.891310-190.487470,57.403840
247.985840-190.487470,57.498370
248.009470-190.487470,57.522000
248.119760-190.487470,57.632290
248.159150-190.487470,57.671680
248.198530-190.487470,57.711060
248.245800-190.487470,57.758330
248.261550-190.487470,57.774080
248.277310-190.487470,57.789840
248.300940-190.487470,57.813470
