Pair,Delta (microHz)
182.302680-170.832940,11.469740
182.334190-170.832940,11.501250
182.357820-170.832940,11.524880
182.373580-170.832940,11.540640
182.412960-170.832940,11.580020
182.428720-170.832940,11.595780
182.460230-170.832940,11.627290
182.491740-170.832940,11.658800
182.515370-170.832940,11.682430
182.531130-170.832940,11.698190
182.546880-170.832940,11.713940
182.570520-170.832940,11.737580
182.594150-170.832940,11.761210
182.609900-170.832940,11.776960
184.634440-170.832940,13.801500
186.997710-170.832940,16.164770
187.013460-170.832940,16.180520
187.029220-170.832940,16.196280
187.052850-170.832940,16.219910
187.391590-170.832940,16.558650
187.430970-170.832940,16.598030
187.454610-170.832940,16.621670
187.470360-170.832940,16.637420
188.943470-170.832940,18.110530
188.967100-170.832940,18.134160
188.990730-170.832940,18.157790
189.022240-170.832940,18.189300
189.038000-170.832940,18.205060
189.053750-170.832940,18.220810
189.069510-170.832940,18.236570
189.085260-170.832940,18.252320
189.108900-170.832940,18.275960
189.148280-170.832940,18.315340
189.164040-170.832940,18.331100
189.195550-170.832940,18.362610
189.219180-170.832940,18.386240
189.258570-170.832940,18.425630
189.290080-170.832940,18.457140
189.329470-170.832940,18.496530
189.345220-170.832940,18.512280
190.755310-170.832940,19.922370
190.794700-170.832940,19.961760
190.889230-170.832940,20.056290
191.164940-170.832940,20.332000
191.188570-170.832940,20.355630
193.748780-170.832940,22.915840
194.119030-170.832940,23.286090
194.284460-170.832940,23.451520
194.323850-170.832940,23.490910
194.339600-170.832940,23.506660
194.363230-170.832940,23.530290
194.410500-170.832940,23.577560
194.434130-170.832940,23.601190
194.489280-170.832940,23.656340
194.512910-170.832940,23.679970
194.528660-170.832940,23.695720
194.583810-170.832940,23.750870
194.599560-170.832940,23.766620
194.623190-170.832940,23.790250
194.638950-170.832940,23.806010
195.080090-170.832940,24.247150
195.796950-170.832940,24.964010
195.836340-170.832940,25.003400
195.875730-170.832940,25.042790
195.899360-170.832940,25.066420
195.915120-170.832940,25.082180
195.930870-170.832940,25.097930
195.954500-170.832940,25.121560
196.001770-170.832940,25.168830
196.025400-170.832940,25.192460
196.041160-170.832940,25.208220
196.056910-170.832940,25.223970
196.080540-170.832940,25.247600
196.112050-170.832940,25.279110
196.127810-170.832940,25.294870
196.151440-170.832940,25.318500
196.167200-170.832940,25.334260
196.198710-170.832940,25.365770
196.245970-170.832940,25.413030
196.450790-170.832940,25.617850
200.247780-170.832940,29.414840
200.263530-170.832940,29.430590
200.633780-170.832940,29.800840
200.649530-170.832940,29.816590
200.681040-170.832940,29.848100
202.461370-170.832940,31.628430
202.532270-170.832940,31.699330
202.603170-170.832940,31.770230
202.626800-170.832940,31.793860
202.721330-170.832940,31.888390
202.737090-170.832940,31.904150
202.752840-170.832940,31.919900
202.776480-170.832940,31.943540
202.792230-170.832940,31.959290
202.823740-170.832940,31.990800
202.847380-170.832940,32.014440
202.894640-170.832940,32.061700
202.918270-170.832940,32.085330
202.941910-170.832940,32.108970
202.957660-170.832940,32.124720
202.997050-170.832940,32.164110
204.533170-170.832940,33.700230
204.572560-170.832940,33.739620
204.911300-170.832940,34.078360
204.927050-170.832940,34.094110
204.942810-170.832940,34.109870
208.007180-170.832940,37.174240
208.148980-170.832940,37.316040
208.172610-170.832940,37.339670
208.314410-170.832940,37.481470
209.771760-170.832940,38.938820
209.787510-170.832940,38.954570
209.819020-170.832940,38.986080
209.834780-170.832940,39.001840
209.897800-170.832940,39.064860
209.921430-170.832940,39.088490
209.952940-170.832940,39.120000
210.031720-170.832940,39.198780
210.086860-170.832940,39.253920
217.247570-170.832940,46.414630
217.286960-170.832940,46.454020
217.365730-170.832940,46.532790
222.171050-170.832940,51.338110
222.446760-170.832940,51.613820
223.620520-170.832940,52.787580
172.865350-172.833840,0.031510
173.093800-172.833840,0.259960
173.259230-172.833840,0.425390
173.282860-172.833840,0.449020
173.298620-172.833840,0.464780
174.929270-172.833840,2.095430
174.952910-172.833840,2.119070
174.968660-172.833840,2.134820
174.984420-172.833840,2.150580
175.015930-172.833840,2.182090
175.055320-172.833840,2.221480
175.086830-172.833840,2.252990
175.110460-172.833840,2.276620
175.228620-172.833840,2.394780
175.260130-172.833840,2.426290
175.291640-172.833840,2.457800
176.181810-172.833840,3.347970
176.197560-172.833840,3.363720
176.221200-172.833840,3.387360
176.284220-172.833840,3.450380
176.299970-172.833840,3.466130
176.339360-172.833840,3.505520
176.362990-172.833840,3.529150
176.394500-172.833840,3.560660
176.457520-172.833840,3.623680
176.591440-172.833840,3.757600
176.615070-172.833840,3.781230
176.630830-172.833840,3.796990
176.646580-172.833840,3.812740
179.049240-172.833840,6.215400
180.396310-172.833840,7.562470
180.577490-172.833840,7.743650
180.616880-172.833840,7.783040
180.648390-172.833840,7.814550
180.664140-172.833840,7.830300
180.687780-172.833840,7.853940
180.711410-172.833840,7.877570
180.742920-172.833840,7.909080
180.758670-172.833840,7.924830
180.782310-172.833840,7.948470
180.884720-172.833840,8.050880
180.955610-172.833840,8.121770
180.971370-172.833840,8.137530
180.995000-172.833840,8.161160
181.010760-172.833840,8.176920
181.034390-172.833840,8.200550
181.050140-172.833840,8.216300
181.097410-172.833840,8.263570
181.302230-172.833840,8.468390
182.247540-172.833840,9.413700
182.286920-172.833840,9.453080
182.302680-172.833840,9.468840
182.334190-172.833840,9.500350
182.357820-172.833840,9.523980
182.373580-172.833840,9.539740
182.412960-172.833840,9.579120
182.428720-172.833840,9.594880
182.460230-172.833840,9.626390
182.491740-172.833840,9.657900
182.515370-172.833840,9.681530
182.531130-172.833840,9.697290
182.546880-172.833840,9.713040
182.570520-172.833840,9.736680
182.594150-172.833840,9.760310
182.609900-172.833840,9.776060
184.634440-172.833840,11.800600
186.997710-172.833840,14.163870
187.013460-172.833840,14.179620
187.029220-172.833840,14.195380
187.052850-172.833840,14.219010
187.391590-172.833840,14.557750
187.430970-172.833840,14.597130
187.454610-172.833840,14.620770
187.470360-172.833840,14.636520
188.943470-172.833840,16.109630
188.967100-172.833840,16.133260
188.990730-172.833840,16.156890
189.022240-172.833840,16.188400
189.038000-172.833840,16.204160
189.053750-172.833840,16.219910
189.069510-172.833840,16.235670
189.085260-172.833840,16.251420
189.108900-172.833840,16.275060
189.148280-172.833840,16.314440
189.164040-172.833840,16.330200
189.195550-172.833840,16.361710
189.219180-172.833840,16.385340
189.258570-172.833840,16.424730
189.290080-172.833840,16.456240
189.329470-172.833840,16.495630
189.345220-172.833840,16.511380
190.755310-172.833840,17.921470
190.794700-172.833840,17.960860
190.889230-172.833840,18.055390
191.164940-172.833840,18.331100
191.188570-172.833840,18.354730
193.748780-172.833840,20.914940
194.119030-172.833840,21.285190
194.284460-172.833840,21.450620
194.323850-172.833840,21.490010
194.339600-172.833840,21.505760
194.363230-172.833840,21.529390
194.410500-172.833840,21.576660
194.434130-172.833840,21.600290
194.489280-172.833840,21.655440
194.512910-172.833840,21.679070
194.528660-172.833840,21.694820
194.583810-172.833840,21.749970
194.599560-172.833840,21.765720
194.623190-172.833840,21.789350
194.638950-172.833840,21.805110
195.080090-172.833840,22.246250
195.796950-172.833840,22.963110
195.836340-172.833840,23.002500
195.875730-172.833840,23.041890
195.899360-172.833840,23.065520
195.915120-172.833840,23.081280
195.930870-172.833840,23.097030
195.954500-172.833840,23.120660
196.001770-172.833840,23.167930
196.025400-172.833840,23.191560
196.041160-172.833840,23.207320
196.056910-172.833840,23.223070
196.080540-172.833840,23.246700
196.112050-172.833840,23.278210
196.127810-172.833840,23.293970
196.151440-172.833840,23.317600
196.167200-172.833840,23.333360
196.198710-172.833840,23.364870
196.245970-172.833840,23.412130
196.450790-172.833840,23.616950
200.247780-172.833840,27.413940
200.263530-172.833840,27.429690
200.633780-172.833840,27.799940
200.649530-172.833840,27.815690
200.681040-172.833840,27.847200
202.461370-172.833840,29.627530
202.532270-172.833840,29.698430
202.603170-172.833840,29.769330
202.626800-172.833840,29.792960
202.721330-172.833840,29.887490
202.737090-172.833840,29.903250
202.752840-172.833840,29.919000
202.776480-172.833840,29.942640
202.792230-172.833840,29.958390
202.823740-172.833840,29.989900
202.847380-172.833840,30.013540
202.894640-172.833840,30.060800
202.918270-172.833840,30.084430
202.941910-172.833840,30.108070
202.957660-172.833840,30.123820
202.997050-172.833840,30.163210
204.533170-172.833840,31.699330
204.572560-172.833840,31.738720
204.911300-172.833840,32.077460
204.927050-172.833840,32.093210
204.942810-172.833840,32.108970
208.007180-172.833840,35.173340
208.148980-172.833840,35.315140
208.172610-172.833840,35.338770
208.314410-172.833840,35.480570
209.771760-172.833840,36.937920
209.787510-172.833840,36.953670
209.819020-172.833840,36.985180
209.834780-172.833840,37.000940
209.897800-172.833840,37.063960
209.921430-172.833840,37.087590
209.952940-172.833840,37.119100
210.031720-172.833840,37.197880
210.086860-172.833840,37.253020
217.247570-172.833840,44.413730
217.286960-172.833840,44.453120
217.365730-172.833840,44.531890
222.171050-172.833840,49.337210
222.446760-172.833840,49.612920
223.620520-172.833840,50.786680
173.093800-172.865350,0.228450
173.259230-172.865350,0.393880
173.282860-172.865350,0.417510
173.298620-172.865350,0.433270
174.929270-172.865350,2.063920
174.952910-172.865350,2.087560
174.968660-172.865350,2.103310
174.984420-172.865350,2.119070
175.015930-172.865350,2.150580
175.055320-172.865350,2.189970
175.086830-172.865350,2.221480
175.110460-172.865350,2.245110
175.228620-172.865350,2.363270
175.260130-172.865350,2.394780
175.291640-172.865350,2.426290
176.181810-172.865350,3.316460
176.197560-172.865350,3.332210
176.221200-172.865350,3.355850
176.284220-172.865350,3.418870
176.299970-172.865350,3.434620
176.339360-172.865350,3.474010
176.362990-172.865350,3.497640
176.394500-172.865350,3.529150
176.457520-172.865350,3.592170
176.591440-172.865350,3.726090
176.615070-172.865350,3.749720
176.630830-172.865350,3.765480
176.646580-172.865350,3.781230
179.049240-172.865350,6.183890
180.396310-172.865350,7.530960
180.577490-172.865350,7.712140
180.616880-172.865350,7.751530
180.648390-172.865350,7.783040
180.664140-172.865350,7.798790
180.687780-172.865350,7.822430
180.711410-172.865350,7.846060
180.742920-172.865350,7.877570
180.758670-172.865350,7.893320
180.782310-172.865350,7.916960
180.884720-172.865350,8.019370
180.955610-172.865350,8.090260
180.971370-172.865350,8.106020
180.995000-172.865350,8.129650
181.010760-172.865350,8.145410
181.034390-172.865350,8.169040
181.050140-172.865350,8.184790
181.097410-172.865350,8.232060
181.302230-172.865350,8.436880
182.247540-172.865350,9.382190
182.286920-172.865350,9.421570
182.302680-172.865350,9.437330
182.334190-172.865350,9.468840
182.357820-172.865350,9.492470
182.373580-172.865350,9.508230
182.412960-172.865350,9.547610
182.428720-172.865350,9.563370
182.460230-172.865350,9.594880
182.491740-172.865350,9.626390
182.515370-172.865350,9.650020
182.531130-172.865350,9.665780
182.546880-172.865350,9.681530
182.570520-172.865350,9.705170
182.594150-172.865350,9.728800
182.609900-172.865350,9.744550
184.634440-172.865350,11.769090
186.997710-172.865350,14.132360
187.013460-172.865350,14.148110
187.029220-172.865350,14.163870
187.052850-172.865350,14.187500
187.391590-172.865350,14.526240
187.430970-172.865350,14.565620
187.454610-172.865350,14.589260
187.470360-172.865350,14.605010
188.943470-172.865350,16.078120
188.967100-172.865350,16.101750
188.990730-172.865350,16.125380
189.022240-172.865350,16.156890
189.038000-172.865350,16.172650
189.053750-172.865350,16.188400
189.069510-172.865350,16.204160
189.085260-172.865350,16.219910
189.108900-172.865350,16.243550
189.148280-172.865350,16.282930
189.164040-172.865350,16.298690
189.195550-172.865350,16.330200
189.219180-172.865350,16.353830
189.258570-172.865350,16.393220
189.290080-172.865350,16.424730
189.329470-172.865350,16.464120
189.345220-172.865350,16.479870
190.755310-172.865350,17.889960
190.794700-172.865350,17.929350
190.889230-172.865350,18.023880
191.164940-172.865350,18.299590
191.188570-172.865350,18.323220
193.748780-172.865350,20.883430
194.119030-172.865350,21.253680
194.284460-172.865350,21.419110
194.323850-172.865350,21.458500
194.339600-172.865350,21.474250
194.363230-172.865350,21.497880
194.410500-172.865350,21.545150
194.434130-172.865350,21.568780
194.489280-172.865350,21.623930
194.512910-172.865350,21.647560
194.528660-172.865350,21.663310
194.583810-172.865350,21.718460
194.599560-172.865350,21.734210
194.623190-172.865350,21.757840
194.638950-172.865350,21.773600
195.080090-172.865350,22.214740
195.796950-172.865350,22.931600
195.836340-172.865350,22.970990
195.875730-172.865350,23.010380
195.899360-172.865350,23.034010
195.915120-172.865350,23.049770
195.930870-172.865350,23.065520
195.954500-172.865350,23.089150
196.001770-172.865350,23.136420
196.025400-172.865350,23.160050
196.041160-172.865350,23.175810
196.056910-172.865350,23.191560
196.080540-172.865350,23.215190
196.112050-172.865350,23.246700
196.127810-172.865350,23.262460
196.151440-172.865350,23.286090
196.167200-172.865350,23.301850
196.198710-172.865350,23.333360
196.245970-172.865350,23.380620
196.450790-172.865350,23.585440
200.247780-172.865350,27.382430
200.263530-172.865350,27.398180
200.633780-172.865350,27.768430
200.649530-172.865350,27.784180
200.681040-172.865350,27.815690
202.461370-172.865350,29.596020
202.532270-172.865350,29.666920
202.603170-172.865350,29.737820
202.626800-172.865350,29.761450
202.721330-172.865350,29.855980
202.737090-172.865350,29.871740
202.752840-172.865350,29.887490
202.776480-172.865350,29.911130
202.792230-172.865350,29.926880
202.823740-172.865350,29.958390
202.847380-172.865350,29.982030
202.894640-172.865350,30.029290
202.918270-172.865350,30.052920
202.941910-172.865350,30.076560
202.957660-172.865350,30.092310
202.997050-172.865350,30.131700
204.533170-172.865350,31.667820
204.572560-172.865350,31.707210
204.911300-172.865350,32.045950
204.927050-172.865350,32.061700
204.942810-172.865350,32.077460
208.007180-172.865350,35.141830
208.148980-172.865350,35.283630
208.172610-172.865350,35.307260
208.314410-172.865350,35.449060
209.771760-172.865350,36.906410
209.787510-172.865350,36.922160
209.819020-172.865350,36.953670
209.834780-172.865350,36.969430
209.897800-172.865350,37.032450
209.921430-172.865350,37.056080
209.952940-172.865350,37.087590
210.031720-172.865350,37.166370
210.086860-172.865350,37.221510
217.247570-172.865350,44.382220
217.286960-172.865350,44.421610
217.365730-172.865350,44.500380
222.171050-172.865350,49.305700
222.446760-172.865350,49.581410
223.620520-172.865350,50.755170
173.259230-173.093800,0.165430
173.282860-173.093800,0.189060
173.298620-173.093800,0.204820
174.929270-173.093800,1.835470
174.952910-173.093800,1.859110
174.968660-173.093800,1.874860
174.984420-173.093800,1.890620
175.015930-173.093800,1.922130
175.055320-173.093800,1.961520
