Pair,Delta (microHz)
137.833100-113.834800,23.998300
137.849220-113.834800,24.014420
137.865330-113.834800,24.030530
137.889510-113.834800,24.054710
137.905630-113.834800,24.070830
137.921740-113.834800,24.086940
137.953980-113.834800,24.119180
137.978150-113.834800,24.143350
138.018450-113.834800,24.183650
138.058740-113.834800,24.223940
138.784010-113.834800,24.949210
138.816240-113.834800,24.981440
141.016220-113.834800,27.181420
141.411090-113.834800,27.576290
141.523910-113.834800,27.689110
141.620610-113.834800,27.785810
141.652840-113.834800,27.818040
141.685080-113.834800,27.850280
141.717310-113.834800,27.882510
142.023540-113.834800,28.188740
142.619870-113.834800,28.785070
142.644040-113.834800,28.809240
142.756860-113.834800,28.922060
142.789100-113.834800,28.954300
142.805210-113.834800,28.970410
142.853560-113.834800,29.018760
142.885800-113.834800,29.051000
142.918030-113.834800,29.083230
142.974440-113.834800,29.139640
143.030850-113.834800,29.196050
143.256490-113.834800,29.421690
146.318730-113.834800,32.483930
147.551690-113.834800,33.716890
147.648390-113.834800,33.813590
147.680620-113.834800,33.845820
147.696740-113.834800,33.861940
147.712860-113.834800,33.878060
147.753150-113.834800,33.918350
147.793440-113.834800,33.958640
148.510650-113.834800,34.675850
148.526770-113.834800,34.691970
114.834060-114.213550,0.620510
116.179830-114.213550,1.966280
116.212060-114.213550,1.998510
116.856750-114.213550,2.643200
117.090440-114.213550,2.876890
117.138790-114.213550,2.925240
117.171030-114.213550,2.957480
117.187150-114.213550,2.973600
117.211320-114.213550,2.997770
117.227440-114.213550,3.013890
117.573960-114.213550,3.360410
117.598130-114.213550,3.384580
117.638420-114.213550,3.424870
117.735130-114.213550,3.521580
117.751240-114.213550,3.537690
117.767360-114.213550,3.553810
117.807650-114.213550,3.594100
117.823770-114.213550,3.610220
117.839890-114.213550,3.626340
117.856000-114.213550,3.642450
117.880180-114.213550,3.666630
117.904360-114.213550,3.690810
117.936590-114.213550,3.723040
117.968820-114.213550,3.755270
117.993000-114.213550,3.779450
118.017170-114.213550,3.803620
118.049410-114.213550,3.835860
118.073580-114.213550,3.860030
118.194460-114.213550,3.980910
118.234760-114.213550,4.021210
118.266990-114.213550,4.053440
118.468450-114.213550,4.254900
118.508750-114.213550,4.295200
118.540980-114.213550,4.327430
118.581270-114.213550,4.367720
118.613510-114.213550,4.399960
118.718270-114.213550,4.504720
118.806910-114.213550,4.593360
119.548300-114.213550,5.334750
120.628140-114.213550,6.414590
120.950480-114.213550,6.736930
121.047180-114.213550,6.833630
121.111650-114.213550,6.898100
121.127770-114.213550,6.914220
121.200290-114.213550,6.986740
121.216410-114.213550,7.002860
121.248650-114.213550,7.035100
121.288940-114.213550,7.075390
121.321170-114.213550,7.107620
121.353410-114.213550,7.139860
121.369520-114.213550,7.155970
121.385640-114.213550,7.172090
121.417870-114.213550,7.204320
121.442050-114.213550,7.228500
121.466230-114.213550,7.252680
121.482340-114.213550,7.268790
121.498460-114.213550,7.284910
121.530690-114.213550,7.317140
121.546810-114.213550,7.333260
121.619340-114.213550,7.405790
121.675750-114.213550,7.462200
121.748270-114.213550,7.534720
121.828860-114.213550,7.615310
121.925560-114.213550,7.712010
121.941680-114.213550,7.728130
122.264020-114.213550,8.050470
122.352660-114.213550,8.139110
122.409070-114.213550,8.195520
122.441310-114.213550,8.227760
122.465480-114.213550,8.251930
122.505780-114.213550,8.292230
122.538010-114.213550,8.324460
122.554130-114.213550,8.340580
122.570240-114.213550,8.356690
122.594420-114.213550,8.380870
122.610540-114.213550,8.396990
122.626650-114.213550,8.413100
122.642770-114.213550,8.429220
122.658890-114.213550,8.445340
122.691120-114.213550,8.477570
122.707240-114.213550,8.493690
122.723360-114.213550,8.509810
122.739470-114.213550,8.525920
122.787820-114.213550,8.574270
122.812000-114.213550,8.598450
122.844230-114.213550,8.630680
122.876470-114.213550,8.662920
122.908700-114.213550,8.695150
122.932880-114.213550,8.719330
123.021520-114.213550,8.807970
124.351180-114.213550,10.137630
124.810520-114.213550,10.596970
124.850810-114.213550,10.637260
125.302090-114.213550,11.088540
126.067650-114.213550,11.854100
126.333580-114.213550,12.120030
126.365810-114.213550,12.152260
126.381930-114.213550,12.168380
127.074960-114.213550,12.861410
127.252250-114.213550,13.038700
127.357010-114.213550,13.143460
127.389250-114.213550,13.175700
127.413420-114.213550,13.199870
127.429540-114.213550,13.215990
127.445660-114.213550,13.232110
127.485950-114.213550,13.272400
127.832460-114.213550,13.618910
127.848580-114.213550,13.635030
127.929170-114.213550,13.715620
127.945280-114.213550,13.731730
127.993640-114.213550,13.780090
128.041990-114.213550,13.828440
128.058100-114.213550,13.844550
128.090340-114.213550,13.876790
128.106450-114.213550,13.892900
128.130630-114.213550,13.917080
128.154810-114.213550,13.941260
128.404620-114.213550,14.191070
129.081540-114.213550,14.867990
129.105710-114.213550,14.892160
129.129890-114.213550,14.916340
131.120340-114.213550,16.906790
131.144520-114.213550,16.930970
131.305690-114.213550,17.092140
131.321810-114.213550,17.108260
131.337930-114.213550,17.124380
131.370160-114.213550,17.156610
131.394330-114.213550,17.180780
131.418510-114.213550,17.204960
131.450740-114.213550,17.237190
131.474920-114.213550,17.261370
131.499100-114.213550,17.285550
131.515210-114.213550,17.301660
131.587740-114.213550,17.374190
131.611920-114.213550,17.398370
132.095430-114.213550,17.881880
132.224360-114.213550,18.010810
132.361360-114.213550,18.147810
132.401650-114.213550,18.188100
132.417770-114.213550,18.204220
132.441940-114.213550,18.228390
132.458060-114.213550,18.244510
132.474180-114.213550,18.260630
132.490300-114.213550,18.276750
132.522530-114.213550,18.308980
132.538650-114.213550,18.325100
132.554760-114.213550,18.341210
132.595060-114.213550,18.381510
132.619230-114.213550,18.405680
132.651470-114.213550,18.437920
132.683700-114.213550,18.470150
132.740110-114.213550,18.526560
132.764290-114.213550,18.550740
132.780400-114.213550,18.566850
132.836810-114.213550,18.623260
132.852930-114.213550,18.639380
132.877100-114.213550,18.663550
132.909340-114.213550,18.695790
134.956210-114.213550,20.742660
136.954720-114.213550,22.741170
136.995010-114.213550,22.781460
137.752520-114.213550,23.538970
137.816980-114.213550,23.603430
137.833100-114.213550,23.619550
137.849220-114.213550,23.635670
137.865330-114.213550,23.651780
137.889510-114.213550,23.675960
137.905630-114.213550,23.692080
137.921740-114.213550,23.708190
137.953980-114.213550,23.740430
137.978150-114.213550,23.764600
138.018450-114.213550,23.804900
138.058740-114.213550,23.845190
138.784010-114.213550,24.570460
138.816240-114.213550,24.602690
141.016220-114.213550,26.802670
141.411090-114.213550,27.197540
141.523910-114.213550,27.310360
141.620610-114.213550,27.407060
141.652840-114.213550,27.439290
141.685080-114.213550,27.471530
141.717310-114.213550,27.503760
142.023540-114.213550,27.809990
142.619870-114.213550,28.406320
142.644040-114.213550,28.430490
142.756860-114.213550,28.543310
142.789100-114.213550,28.575550
142.805210-114.213550,28.591660
142.853560-114.213550,28.640010
142.885800-114.213550,28.672250
142.918030-114.213550,28.704480
142.974440-114.213550,28.760890
143.030850-114.213550,28.817300
143.256490-114.213550,29.042940
146.318730-114.213550,32.105180
147.551690-114.213550,33.338140
147.648390-114.213550,33.434840
147.680620-114.213550,33.467070
147.696740-114.213550,33.483190
147.712860-114.213550,33.499310
147.753150-114.213550,33.539600
147.793440-114.213550,33.579890
148.510650-114.213550,34.297100
148.526770-114.213550,34.313220
116.179830-114.834060,1.345770
116.212060-114.834060,1.378000
116.856750-114.834060,2.022690
117.090440-114.834060,2.256380
117.138790-114.834060,2.304730
117.171030-114.834060,2.336970
117.187150-114.834060,2.353090
117.211320-114.834060,2.377260
117.227440-114.834060,2.393380
117.573960-114.834060,2.739900
117.598130-114.834060,2.764070
117.638420-114.834060,2.804360
117.735130-114.834060,2.901070
117.751240-114.834060,2.917180
117.767360-114.834060,2.933300
117.807650-114.834060,2.973590
117.823770-114.834060,2.989710
117.839890-114.834060,3.005830
117.856000-114.834060,3.021940
117.880180-114.834060,3.046120
117.904360-114.834060,3.070300
117.936590-114.834060,3.102530
117.968820-114.834060,3.134760
117.993000-114.834060,3.158940
118.017170-114.834060,3.183110
118.049410-114.834060,3.215350
118.073580-114.834060,3.239520
118.194460-114.834060,3.360400
118.234760-114.834060,3.400700
118.266990-114.834060,3.432930
118.468450-114.834060,3.634390
118.508750-114.834060,3.674690
118.540980-114.834060,3.706920
118.581270-114.834060,3.747210
118.613510-114.834060,3.779450
118.718270-114.834060,3.884210
118.806910-114.834060,3.972850
119.548300-114.834060,4.714240
120.628140-114.834060,5.794080
120.950480-114.834060,6.116420
121.047180-114.834060,6.213120
121.111650-114.834060,6.277590
121.127770-114.834060,6.293710
121.200290-114.834060,6.366230
121.216410-114.834060,6.382350
121.248650-114.834060,6.414590
121.288940-114.834060,6.454880
121.321170-114.834060,6.487110
121.353410-114.834060,6.519350
121.369520-114.834060,6.535460
121.385640-114.834060,6.551580
121.417870-114.834060,6.583810
121.442050-114.834060,6.607990
121.466230-114.834060,6.632170
121.482340-114.834060,6.648280
121.498460-114.834060,6.664400
121.530690-114.834060,6.696630
121.546810-114.834060,6.712750
121.619340-114.834060,6.785280
121.675750-114.834060,6.841690
121.748270-114.834060,6.914210
121.828860-114.834060,6.994800
121.925560-114.834060,7.091500
121.941680-114.834060,7.107620
122.264020-114.834060,7.429960
122.352660-114.834060,7.518600
122.409070-114.834060,7.575010
122.441310-114.834060,7.607250
122.465480-114.834060,7.631420
122.505780-114.834060,7.671720
122.538010-114.834060,7.703950
122.554130-114.834060,7.720070
122.570240-114.834060,7.736180
122.594420-114.834060,7.760360
122.610540-114.834060,7.776480
122.626650-114.834060,7.792590
122.642770-114.834060,7.808710
122.658890-114.834060,7.824830
122.691120-114.834060,7.857060
122.707240-114.834060,7.873180
122.723360-114.834060,7.889300
122.739470-114.834060,7.905410
122.787820-114.834060,7.953760
122.812000-114.834060,7.977940
122.844230-114.834060,8.010170
122.876470-114.834060,8.042410
122.908700-114.834060,8.074640
122.932880-114.834060,8.098820
123.021520-114.834060,8.187460
124.351180-114.834060,9.517120
124.810520-114.834060,9.976460
124.850810-114.834060,10.016750
125.302090-114.834060,10.468030
126.067650-114.834060,11.233590
126.333580-114.834060,11.499520
126.365810-114.834060,11.531750
126.381930-114.834060,11.547870
127.074960-114.834060,12.240900
127.252250-114.834060,12.418190
127.357010-114.834060,12.522950
127.389250-114.834060,12.555190
127.413420-114.834060,12.579360
127.429540-114.834060,12.595480
127.445660-114.834060,12.611600
127.485950-114.834060,12.651890
127.832460-114.834060,12.998400
127.848580-114.834060,13.014520
127.929170-114.834060,13.095110
127.945280-114.834060,13.111220
127.993640-114.834060,13.159580
128.041990-114.834060,13.207930
128.058100-114.834060,13.224040
128.090340-114.834060,13.256280
128.106450-114.834060,13.272390
128.130630-114.834060,13.296570
128.154810-114.834060,13.320750
128.404620-114.834060,13.570560
129.081540-114.834060,14.247480
129.105710-114.834060,14.271650
129.129890-114.834060,14.295830
131.120340-114.834060,16.286280
131.144520-114.834060,16.310460
131.305690-114.834060,16.471630
131.321810-114.834060,16.487750
131.337930-114.834060,16.503870
131.370160-114.834060,16.536100
131.394330-114.834060,16.560270
131.418510-114.834060,16.584450
131.450740-114.834060,16.616680
131.474920-114.834060,16.640860
131.499100-114.834060,16.665040
131.515210-114.834060,16.681150
131.587740-114.834060,16.753680
131.611920-114.834060,16.777860
132.095430-114.834060,17.261370
132.224360-114.834060,17.390300
132.361360-114.834060,17.527300
132.401650-114.834060,17.567590
132.417770-114.834060,17.583710
132.441940-114.834060,17.607880
132.458060-114.834060,17.624000
132.474180-114.834060,17.640120
132.490300-114.834060,17.656240
132.522530-114.834060,17.688470
132.538650-114.834060,17.704590
132.554760-114.834060,17.720700
132.595060-114.834060,17.761000
132.619230-114.834060,17.785170
132.651470-114.834060,17.817410
132.683700-114.834060,17.849640
132.740110-114.834060,17.906050
132.764290-114.834060,17.930230
132.780400-114.834060,17.946340
132.836810-114.834060,18.002750
132.852930-114.834060,18.018870
132.877100-114.834060,18.043040
132.909340-114.834060,18.075280
134.956210-114.834060,20.122150
136.954720-114.834060,22.120660
136.995010-114.834060,22.160950
137.752520-114.834060,22.918460
137.816980-114.834060,22.982920
137.833100-114.834060,22.999040
137.849220-114.834060,23.015160
137.865330-114.834060,23.031270
137.889510-114.834060,23.055450
137.905630-114.834060,23.071570
137.921740-114.834060,23.087680
137.953980-114.834060,23.119920
137.978150-114.834060,23.144090
138.018450-114.834060,23.184390
138.058740-114.834060,23.224680
138.784010-114.834060,23.949950
138.816240-114.834060,23.982180
141.016220-114.834060,26.182160
141.411090-114.834060,26.577030
141.523910-114.834060,26.689850
141.620610-114.834060,26.786550
141.652840-114.834060,26.818780
141.685080-114.834060,26.851020
141.717310-114.834060,26.883250
142.023540-114.834060,27.189480
142.619870-114.834060,27.785810
142.644040-114.834060,27.809980
142.756860-114.834060,27.922800
142.789100-114.834060,27.955040
142.805210-114.834060,27.971150
142.853560-114.834060,28.019500
142.885800-114.834060,28.051740
142.918030-114.834060,28.083970
142.974440-114.834060,28.140380
143.030850-114.834060,28.196790
143.256490-114.834060,28.422430
146.318730-114.834060,31.484670
147.551690-114.834060,32.717630
147.648390-114.834060,32.814330
147.680620-114.834060,32.846560
147.696740-114.834060,32.862680
147.712860-114.834060,32.878800
147.753150-114.834060,32.919090
147.793440-114.834060,32.959380
148.510650-114.834060,33.676590
148.526770-114.834060,33.692710
116.212060-116.179830,0.032230
116.856750-116.179830,0.676920
117.090440-116.179830,0.910610
117.138790-116.179830,0.958960
117.171030-116.179830,0.991200
117.187150-116.179830,1.007320
117.211320-116.179830,1.031490
117.227440-116.179830,1.047610
117.573960-116.179830,1.394130
117.598130-116.179830,1.418300
117.638420-116.179830,1.458590
117.735130-116.179830,1.555300
117.751240-116.179830,1.571410
117.767360-116.179830,1.587530
117.807650-116.179830,1.627820
117.823770-116.179830,1.643940
117.839890-116.179830,1.660060
117.856000-116.179830,1.676170
117.880180-116.179830,1.700350
117.904360-116.179830,1.724530
117.936590-116.179830,1.756760
117.968820-116.179830,1.788990
117.993000-116.179830,1.813170
118.017170-116.179830,1.837340
118.049410-116.179830,1.869580
118.073580-116.179830,1.893750
118.194460-116.179830,2.014630
118.234760-116.179830,2.054930
118.266990-116.179830,2.087160
118.468450-116.179830,2.288620
118.508750-116.179830,2.328920
118.540980-116.179830,2.361150
118.581270-116.179830,2.401440
118.613510-116.179830,2.433680
118.718270-116.179830,2.538440
118.806910-116.179830,2.627080
119.548300-116.179830,3.368470
120.628140-116.179830,4.448310
120.950480-116.179830,4.770650
121.047180-116.179830,4.867350
121.111650-116.179830,4.931820
121.127770-116.179830,4.947940
121.200290-116.179830,5.020460
121.216410-116.179830,5.036580
121.248650-116.179830,5.068820
